Sr.no,ID,Name of News,YouTube link,Duration,Publishing year,Media Organization,Auidio Quality,single speaker,Country,Repor Status,Correction,standard duration
176.0,STT_NW0176,"Kunleng News May 21, 2021",https://youtu.be/L7t5pAXvw_M?si=qthcCQI-LNFzzg4t,0:19:34,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:19:34
177.0,STT_NW0177,Tibetan Kunleng News 1 1 2021,https://youtu.be/i_NTc0PeNuM?si=CCaLo26uVKBuYzOi,0:19:51,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:19:51
178.0,STT_NW0178,"Kunleng News January 22, 2021 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ཟླ་༡ ཚེས་༢༢",https://youtu.be/In-6sNzPlUA?si=W3XolNOWUGMxGRcs,0:22:29,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:22:29
179.0,STT_NW0179,"Kunleng: US Capitol Secure, Lawmakers Validate Biden Election",https://youtu.be/HjGtctRYQqU?si=RKV1OMFyafxmPonV,0:34:49,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:34:50
180.0,STT_NW0180,"Kunleng News January 1, 2021 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ཟླ་༡ ཚེས་༡",https://youtu.be/OGXWTYGbP0E?si=7cL8NRye6xR2gSSx,0:18:45,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:18:45
181.0,STT_NW0181,དཔལ་འབྱོར་ཉམས་ཆག་ཁྲོད་ཀྱི་རྒྱ་ནག་གི་ཚོགས་ཆེན་གཉིས། What to expect at China’s ‘Two Sessions’.,https://youtu.be/NiMIL3rbnP8?si=1FKtiemhE7EbWSF9,0:21:35,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:21:36
182.0,STT_NW0182,"Kunleng News January 15, 2021 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ཟླ་༡ ཚེས་༡༥",https://youtu.be/Ctijs9MFdg8?si=WKW7oaHFnXfhMrZ5,0:18:55,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:18:56
183.0,STT_NW0183,"Kunleng News Jan 23, 2015 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༥ ཟླ་ ༡ ཚེས་༢༣",https://youtu.be/pnXE6F77KhQ?si=nZ5Bh71VTmVoqq7B,0:12:50,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:12:51
184.0,STT_NW0184,"Kunleng News Jan 19, 2022 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༢ ལོའི་ཟླ་༡ ཚེས་༡༩",https://youtu.be/hOX6_PdR8sI?si=qWtpQLaklO4pjh6N,0:18:35,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:18:36
185.0,STT_NW0185,"Kunleng News Jan 17, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༡ ཚེས་༡༧",https://youtu.be/drEo3uHraTU?si=_OuGdrLHsIDPxihD,0:14:15,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:14:15
186.0,STT_NW0186,"Kunleng News May 28, 2021",https://youtu.be/IoQLrMZGFno?si=cNcSjcR6Ognb7W3c,0:18:05,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:18:06
187.0,STT_NW0187,"Kunleng News May 22, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༥ ཚེས་༢༢",https://youtu.be/pNdF_KdXYRs?si=zF9ueN4GaeNNvzoc,0:15:46,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:15:46
188.0,STT_NW0188,"Kunleng News May 29, 2020 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༠ ཟླ་ ༥ ཚེས་༢༩",https://youtu.be/_OhNr1uM3u8?si=Xsw13SlpFluZogHt,0:19:44,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:19:44
189.0,STT_NW0189,"Kunleng News May 6, 2022",https://youtu.be/UZPePogUd_E?si=I1euKyGtEuPyhchH,0:19:38,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:19:38
190.0,STT_NW0190,"Kunleng News May 14, 2021",https://youtu.be/mQfm650gafU?si=64VBckZ7ETldnpBy,0:15:58,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:15:58
191.0,STT_NW0191,"Kunleng News April 30, 2021",https://youtu.be/b1HHwrH4UPE?si=ERyEnFkRAS3LhKBT,0:18:39,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:18:40
192.0,STT_NW0192,"Kunleng News April 9, 2021 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ཟླ་༤ ཚེས་ ༩",https://youtu.be/YnZ2i6DMrrs?si=Md17rmUXntMd_mfG,0:14:06,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:14:07
193.0,STT_NW0193,"Kunleng News April 11, 2018 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༨ཟླ་ ༤ ཚེས་༡༡",https://youtu.be/BQZxzDbCpGc?si=rxz_uFlU02OHTdWY,0:16:40,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:16:41
194.0,STT_NW0194,Kunleng News 29 April 2011,https://youtu.be/Uf3OgMk-CrY?si=IMf6mEJYtpB1OOov,0:15:01,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:15:01
195.0,STT_NW0195,"Kunleng News April 19, 2019 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༩ཟླ་ ༤ ཚེས་༡༩",https://youtu.be/Ulfy6Q8JChc?si=hRCqKg_IK35MvNCa,0:18:20,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:18:20
196.0,STT_NW0196,"Kunleng News April 2, 2021 ཀུན་གླེང་གསར་འགྱུར། ༢༠༢༡ ཟླ་ ༤ ཚེས་ ༢",https://youtu.be/mDvS-ZLTukU?si=h_RfZKeCctquyXEa,0:14:35,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:14:36
197.0,STT_NW0197,"Kunleng News April 3, 2015 ཀུན་གླེང་གསར་འགྱུར། ༢༠༡༥ ཟླ་ ༤ ཚེས་༣",https://youtu.be/tZqpi1yzZBA?si=PAwq9ayfTHBnaToq,0:14:36,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:14:37
198.0,STT_NW0198,Kunleng News,https://youtu.be/ugIyrfk6j_s?si=Zbn-TcDY16LOpS6z,0:12:16,,VOA  Tibetan,Good,True,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:12:17
199.0,STT_NW0199,Kunleng News 03_30_11,https://youtu.be/sWFiYmukGDw?si=5jMX8Yq18Wa3E4gA,0:11:34,,VOA  Tibetan,Good,False,India,གྲ་སྒྲིག,རྟོག་ཞིབ་ཚར་བ།,00:11:35
200.0,STT_NW0200,Analysis,https://youtu.be/eUUcd3KGHqg?si=nDbXePlghBg5fQaw,0:07:57,,VOA  Tibetan,Good,False,India,གྲ་སྒྲིག,རྟོག་ཞིབ་མ་ཚར་བ།,00:07:58
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,False,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,རྟོག་ཞིབ་མ་ཚར་བ།,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
,,,,,,,,,India,གྲ་སྒྲིག་མེད།,,
