Audio File (Original),split duration,dept
STT_CS-L-2014_2014-P_P-D_D-B01_B01-0_0-R_R-03,00:12:35.900,STT_CS
STT_CS-L-2014_2014-P_P-D_D-B01_B01-3_3-R_R-02,00:04:41.083,STT_CS
STT_CS-L-2014_2014-P_P-D_D-B01_B01-4_0-R_R-01,00:00:25.891,STT_CS
STT_CS-L-2014_2014-P_P-D_D-B02_B01-4_4-R_R-01,00:00:10.529,STT_CS
STT_CS-L-2014_2014-P_P-D_D-B02_B01-4_4-R_R-02,00:00:34.659,STT_CS
STT_CS-L-2014_2014-P_P-D_D-B03_B02-2_2-R_R-01,00:14:12.322,STT_CS
STT_CS-L-2014_2014-P_P-D_D-B03_B06-5_5-R_R-01,00:26:59.242,STT_CS
STT_CS-L-2014_2014-P_P-D_D-G02_G03-3_2-N_N-01,00:09:49.669,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B01_B01-3_3-R_R-01,00:15:10.621,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B01_B01-3_3-R_R-02,00:01:05.615,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B01_B01-4_4-R_R-01,00:07:47.476,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B01_B02-3_3-R_R-01,00:00:03.464,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B01_B04-3_3-R_R-01,00:05:11.455,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B02_B02-3_3-R_R-01,00:23:56.188,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B02_B02-3_3-R_R-02,00:00:32.478,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B03_B03-3_3-R_R-01,00:09:45.601,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B04_B02-3_1-R_R-01,00:36:00.847,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B06_B03-4_3-R_R-01,00:17:02.581,STT_CS
STT_CS-L-2014_2015-M_M-D_D-B07_B01-4_3-R_R-01,00:05:19.297,STT_CS
STT_CS-L-2014_2015-P_P-D_D-B01_B01-4_4-R_R-01,00:02:58.571,STT_CS
STT_CS-L-2014_2015-P_P-D_D-B03_B03-4_4-R_R-01a,00:00:11.669,STT_CS
STT_CS-L-2014_2015-P_P-D_D-B03_B03-4_4-R_R-01b,00:03:41.871,STT_CS
STT_CS-L-2014_2015-P_P-D_D-B03_B03-4_4-R_R-02,00:03:41.799,STT_CS
STT_CS-L-2014_2015-P_P-D_D-B04_B02-1_2-R_R-01,00:13:23.980,STT_CS
STT_CS-L-2014_2015-P_P-D_D-B04_B03-1_1-R_R-02,00:06:21.862,STT_CS
STT_CS-L-2014_2015-P_P-D_D-G04_G03-3_5-N_N-01,00:08:13.490,STT_CS
STT_CS-L-2014_2016-M_M-D_D-B02_B02-3_3-R_R-01a,00:22:53.773,STT_CS
STT_CS-L-2014_2016-M_M-D_D-B02_B02-3_3-R_R-01b,00:20:58.183,STT_CS
STT_CS-L-2014_2016-M_M-D_D-B03_B01-3_2-R_R-01,00:18:41.685,STT_CS
STT_CS-L-2014_2016-M_M-D_D-B09_B05-5_5-R_R-01,00:00:23.905,STT_CS
STT_CS-L-2014_2016-P_P-D_D-B02_B01-0_0-R_R-01,00:05:16.760,STT_CS
STT_CS-L-2014_2016-P_P-D_D-B03_B01-4_1-R_R-01,00:14:08.794,STT_CS
STT_CS-L-2014_2017-P_P-D_D-B04_B04-1_1-R_R-01,00:21:13.783,STT_CS
STT_CS-L-2014_2018-M_M-D_D-B03_B01-3_0-R_R-01,00:11:22.391,STT_CS
STT_CS-L-2015_2009_2006-M_M_M-D_D_D-G02_G02_G02-3_3_3-L_L_L-01,00:06:28.115,STT_CS
STT_CS-L-2015_2011-M_M-D_D-B04_B08-3_5-R_R-01,00:10:09.033,STT_CS
STT_CS-L-2015_2012-M_M-D_D-B01_B03-3_3-R_R-01,00:20:19.689,STT_CS
STT_CS-L-2015_2012-M_M-D_D-B03_B03-3_5-R_R-05,00:06:25.045,STT_CS
STT_CS-L-2015_2012-P_P-D_D-B01_B07-1_6-R_R-01a,00:04:29.263,STT_CS
STT_CS-L-2015_2012-P_P-D_D-B01_B07-1_6-R_R-01b,00:00:44.220,STT_CS
STT_CS-L-2015_2012-P_P-D_D-B02_B03-3_3-R_R-01,00:21:04.587,STT_CS
STT_CS-L-2015_2012-P_P-D_D-B04_B03-3_3-R_R-01,00:20:13.843,STT_CS
STT_CS-L-2015_2013-M_M-D_D-G02_G02-1_1-L_L-01,00:03:39.566,STT_CS
STT_CS-L-2015_2013-P_P-D_D-B01_B01-0_0-R_R-01,00:10:04.128,STT_CS
STT_CS-L-2015_2013-P_P-D_D-B01_B01-0_0-R_R-02,00:08:01.003,STT_CS
STT_CS-L-2015_2013-P_P-D_D-B01_B01-3_3-R_R-02,00:09:36.965,STT_CS
STT_CS-L-2015_2013-P_P-D_D-B01_B01-4_4-R_R-03,00:08:41.262,STT_CS
STT_CS-L-2015_2013-P_P-D_D-B02_B04-3_4-R_R-01,00:10:21.844,STT_CS
STT_CS-L-2015_2014-M_M-D_D-B01_B02-3_3-R_R-02,00:06:16.828,STT_CS
STT_CS-L-2015_2014-M_M-D_D-B02_B02-3_3-R_R-01,00:01:07.975,STT_CS
STT_CS-L-2015_2014-M_M-D_D-B02_B04-1_3-R_R-01,00:17:05.813,STT_CS
STT_CS-L-2015_2014-M_M-D_D-B03_B01-3_3-R_R-01,00:08:59.740,STT_CS
STT_CS-L-2015_2014-M_M-D_D-B03_B04-3_3-R_R-01,00:04:34.871,STT_CS
STT_CS-L-2015_2014-M_M-D_D-B04_B03-3_3-R_R-01,00:02:50.243,STT_CS
STT_CS-L-2015_2014-P_P-D_D-B02_B04-4_4-R_R-01,00:02:58.859,STT_CS
STT_CS-L-2015_2014-P_P-D_D-B03_B02-4_3-R_R-03,00:04:04.485,STT_CS
STT_CS-L-2015_2014-P_P-D_D-G02_G01-2_2-N_N-01,00:10:58.172,STT_CS
STT_CS-L-2015_2014-P_P-D_D-G03_G01-2_2-N_N-01,00:15:03.454,STT_CS
STT_CS-L-2015_2014-P_P-D_D-G03_G02-1_2-N_N-01,00:13:11.208,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B01_B01-1_1-R_R-01,00:21:16.102,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B01_B01-1_1-R_R-05,00:06:14.439,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B01_B01-3_1-R_R-01,00:11:34.563,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B01_B01-3_3-R_R-01,00:01:11.434,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B01_B01-4_4-R_R-01,00:09:35.369,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B01_B02-3_3-R_R-01,00:05:37.051,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B01_B03-3_3-R_R-01,00:08:52.810,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B02_B01-3_3-R_R-01,00:05:17.505,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B02_B02-2_2-R_R-01,00:14:27.467,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B02_B03-4_4-R_R-01,00:09:09.820,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B02_B04-2_2-R_R-01,00:04:33.658,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B03_B01-3_3-R_R-01,00:28:19.122,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B03_B02-3_3-R_R-01,00:23:54.396,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B04_B04-2_2-R_R-01b,00:35:57.823,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B05_B03-1_1-R_R-01,00:03:56.808,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B06_B06-3_3-R_R-01,00:26:31.564,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B06_B06-3_3-R_R-02,00:15:29.262,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B07_B03-3_3-R_R-01a,00:11:50.531,STT_CS
STT_CS-L-2015_2015-M_M-D_D-B07_B03-3_3-R_R-01b,00:18:07.457,STT_CS
STT_CS-L-2015_2015-M_P-D_D-B03_B03-2_2-R_R-01,00:02:46.841,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B01_B02-2_2-R_R-01,00:33:49.570,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B02_B01-1_1-R_R-01,00:01:01.475,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B02_B04-2_2-R_R-01,00:16:01.475,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B02_B05-2_2-R_R-01,00:21:04.265,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B03_B01-2_2-R_R-01,00:02:41.745,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B03_B02-3_3-R_R-01,00:15:26.315,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B04_B02-3_3-R_R-01,00:18:26.859,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B05_B02-4_4-R_R-01,00:23:27.969,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B05_B03-3_3-R_R-01,00:10:12.865,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B05_B08-3_3-R_R-01,00:06:21.896,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B06_B04-3_3-R-01a,00:08:58.649,STT_CS
STT_CS-L-2015_2015-P_P-D_D-B06_B04-3_3-R-01b,00:11:36.162,STT_CS
STT_CS-L-2015_2015_2014-P_P_P-D_D_D-B02_B02_B05-4_4_4-R_R_R-01,00:08:55.064,STT_CS
STT_CS-L-2015_2016-M_M-D_D-B01_B02-0_1-R_R-01,00:15:10.162,STT_CS
STT_CS-L-2015_2016-M_M-D_D-B02_B01-2_2-R_R-01,00:05:34.647,STT_CS
STT_CS-L-2015_2016-M_M-D_D-B02_B01-3_3_R_R_01,00:07:02.669,STT_CS
STT_CS-L-2015_2016-M_M-D_D-B02_B03-2_2-R_R-01,00:06:54.598,STT_CS
STT_CS-L-2015_2016-M_M-D_D-B02_B05-2_2-R_R-01,00:02:12.693,STT_CS
STT_CS-L-2015_2016-M_M-D_D-B03_B02-1_1-R_R-01,00:05:23.642,STT_CS
STT_CS-L-2015_2016-M_M-D_D-B05_B02-2_2-R_R-01,00:02:37.731,STT_CS
STT_CS-L-2015_2016-P_M-D_D-B03_B01-2_2-R_R-01,00:02:54.811,STT_CS
STT_CS-L-2015_2016-P_P-D_D-B01_B02-2_2-R_R-01,00:18:00.703,STT_CS
STT_CS-L-2015_2016-P_P-D_D-B01_B02-2_2-R_R-02,00:14:53.101,STT_CS
STT_CS-L-2015_2016-P_P-D_D-B02_B01-1_1-R_R-01,00:05:34.068,STT_CS
STT_CS-L-2015_2016-P_P-D_D-B02_B01-2_2-R_R-01,00:04:19.873,STT_CS
STT_CS-L-2015_2016-P_P-D_D-B02_B02-1_1-R_R-01,00:19:42.610,STT_CS
STT_CS-L-2015_2016-P_P-D_D-B02_B02-2_2-R_R-01,00:06:08.433,STT_CS
STT_CS-L-2015_2017-M_M-D_D-B01_B01-1_1-R_R-01,00:28:22.279,STT_CS
STT_CS-L-2015_2017-M_P-D_D-B02_B01-0_0-R_R-01,00:04:55.627,STT_CS
STT_CS-L-2015_2017-P_P-D_D-B03_B01-3_0-R_R-01,00:01:33.319,STT_CS
STT_CS-L-2015_2018-M_M-D_D-B02_B01-0_0-R_R-01,00:06:37.597,STT_CS
STT_CS-L-2015_2018-M_M-D_D-B02_B03-1_1-R_R-01,00:01:10.754,STT_CS
STT_CS-L-2015_2018-P_P-G08_G02-0_0-R_R-02,00:04:31.500,STT_CS
STT_CS-L-2016_2012-M_M-D_D-B05_B2-5_4-R_R-02,00:18:05.253,STT_CS
STT_CS-L-2016_2013-M_M-D_D-B02_B01-3_3-R_R-01,00:05:05.530,STT_CS
STT_CS-L-2016_2013-M_M-D_D-B02_B01-3_3-R_R-02,00:04:20.414,STT_CS
STT_CS-L-2016_2014-M_M-D_D-B03_B07-4_4-R_R-01,00:03:09.530,STT_CS
STT_CS-L-2016_2015-M_M-D_D-B01_B02-1_1-R_R-01,00:08:09.362,STT_CS
STT_CS-L-2016_2015-M_M-D_D-B01_B02-2_2-R_R-01,00:04:21.152,STT_CS
STT_CS-L-2016_2015-M_M-D_D-B01_B02-2_2-R_R-02,00:13:42.027,STT_CS
STT_CS-L-2016_2015-M_M-D_D-B02_B01-2_2-R_R-01,00:17:00.223,STT_CS
STT_CS-L-2016_2015-M_M-D_D-B02_B02-2_2-R_R-01,00:17:10.609,STT_CS
STT_CS-L-2016_2015-M_M-D_D-B02_B03-2_2-R_R-01,00:04:59.237,STT_CS
STT_CS-L-2016_2015-M_M-D_D-B02_B03-4_4-R_R-02,00:03:22.454,STT_CS
STT_CS-L-2016_2015-M_M-D_D-B04_B04-1_2-R_R-01,00:05:26.029,STT_CS
STT_CS-L-2016_2015-M_M-D_D-B05_B02-2_2-R_R-01,00:27:42.395,STT_CS
STT_CS-L-2016_2015-M_P-D_D-B02_B03-2_2-R_R-01,00:43:05.500,STT_CS
STT_CS-L-2016_2015-M_P-D_D-B03_B01-0_0-R_R-01,00:00:38.174,STT_CS
STT_CS-L-2016_2015-M_P-D_D-B03_B03-3_3-R_R-01a,00:16:10.590,STT_CS
STT_CS-L-2016_2015-M_P-D_D-B03_B03-3_3-R_R-01b,00:13:27.903,STT_CS
STT_CS-L-2016_2015-P_P-D_D-B02_B01-2_2-R_R-01,00:01:35.114,STT_CS
STT_CS-L-2016_2015-P_P-D_D-B02_B02-2_2-R_R-01,00:02:45.879,STT_CS
STT_CS-L-2016_2015-P_P-D_D-B02_B02-2_2-R_R-02,00:11:24.758,STT_CS
STT_CS-L-2016_2015-P_P-D_D-B02_B02-2_2-R_R-04,00:19:09.127,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B01_B01-1_1-R_R-01,00:14:47.610,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B01_B01-2_0-R_R-01,00:14:57.434,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B01_B01-2_0-R_R-02,00:13:24.967,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B01_B02-2_2-R_R-03,00:08:56.793,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B02_B02-2_2-R-01,00:22:37.279,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B02_B02-2_2-R-02,00:24:34.459,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B02_B02-2_2-R_R-03,00:08:59.004,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B03_B03-1_1-R_R-01,00:26:42.911,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B05_B02-2_2-R_R-02,00:03:05.483,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B05_B05-2_2-R_R-01,00:00:54.932,STT_CS
STT_CS-L-2016_2016-M_M-D_D-B06_B02-1_1-R_R-01,00:06:47.389,STT_CS
STT_CS-L-2016_2016-M_P-D_D-B01_B02-2_2-R_R-01,00:02:22.610,STT_CS
STT_CS-L-2016_2016-M_P-D_D-B02_B05-2_2-R_R-01,00:10:09.963,STT_CS
STT_CS-L-2016_2016-P_M-D_D-B02_B01-2_2-R_R-01,00:14:15.881,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B01_B02-2_2-R_R-01,00:13:28.790,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B02_B01-1_1-R_R-01,00:30:28.252,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B02_B01-2_2-R_R-01,00:29:31.041,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B02_B02-2_2-R_R-01,00:41:52.168,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B02_B02-2_2-R_R-02,00:29:42.763,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B02_B02-3_3-R_R-01,00:04:30.558,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B02_B03-2_2-R_R-01,00:13:00.427,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B02_B05-2_2-R_R-01,00:08:57.044,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B03_B02-2_2-R_R-03,00:10:36.729,STT_CS
STT_CS-L-2016_2016-P_P-D_D-B03_B03-1_1-R_R-01,00:14:43.033,STT_CS
STT_CS-L-2016_2017-M_M-D_D-B02_B01-2_2-R_R-01,00:48:36.578,STT_CS
STT_CS-L-2016_2017-M_M-D_D-B02_B03-0_0-R_R-02,00:09:32.305,STT_CS
STT_CS-L-2016_2017-M_P-D_D-B03_B05-2_2-R_R-01,00:20:16.353,STT_CS
STT_CS-L-2016_2017-P_P-D_D-B01_B01-1_1-R_R-01,01:41:49.991,STT_CS
STT_CS-L-2016_2017-P_P-D_D-B01_B02-0_0-R_R-02,00:10:41.789,STT_CS
STT_CS-L-2016_2017-P_P-D_D-B02_B02-2_0-R_R-01,00:17:23.558,STT_CS
STT_CS-L-2016_2018-M_M-D_D-B03_B01-2_1-R_R-01,00:02:12.021,STT_CS
STT_CS-L-2016_2018-M_M-D_D-B03_B03-1_1-R_R-01,00:07:24.615,STT_CS
STT_CS-L-2016_2018-P_P-D_D-B02_B02-02_0-R_R-01,00:08:07.987,STT_CS
STT_CS-L-2017_2013-M_M-D_D-B01_B02-1_4-R_R-01,00:04:27.855,STT_CS
STT_CS-L-2017_2013-P_P-D_D-G02_G03-1_3-N_N-01,00:10:02.833,STT_CS
STT_CS-L-2017_2014-P_P-D_D-B01_B04-1_1-R_R-01,00:16:16.584,STT_CS
STT_CS-L-2017_2014-P_P-D_D-B01_B04-1_1-R_R-02,00:15:47.411,STT_CS
STT_CS-L-2017_2015-P_P-D_D-B02_B01-2_1-R_R-01,00:14:02.602,STT_CS
STT_CS-L-2017_2015-P_P-D_D-B02_B02-2_3-R_R-01,00:21:20.398,STT_CS
STT_CS-L-2017_2015-P_P-D_D-B05_B02-2_2-R_R-01,00:03:44.647,STT_CS
STT_CS-L-2017_2016-M_M-D_D-B01_B01-1_1-R_R-01,00:04:08.518,STT_CS
STT_CS-L-2017_2016-M_M-D_D-B01_B04-0_2-R_R-01,00:12:59.536,STT_CS
STT_CS-L-2017_2016-M_M-D_D-B01_B04-1_1-R_R-01,00:11:12.935,STT_CS
STT_CS-L-2017_2016-M_M-D_D-B02_B03-2_2-R_R-01,00:07:32.602,STT_CS
STT_CS-L-2017_2016-M_M-D_D-B04_B03-1_0-R_R-01,00:10:42.694,STT_CS
STT_CS-L-2017_2016-P_P-D_D-B01_B01-1_1-R_R-01,00:00:31.140,STT_CS
STT_CS-L-2017_2016-P_P-D_D-B01_B02-01_01-R_R-01,00:08:55.594,STT_CS
STT_CS-L-2017_2016-P_P-D_D-B01_B02-0_0-R_R-01,00:01:19.692,STT_CS
STT_CS-L-2017_2016-P_P-D_D-B04_B04-1_1-R_R-01,00:10:51.386,STT_CS
STT_CS-L-2017_2016-P_P-D_D-G01_G02-1_2-N_N-01,00:19:59.665,STT_CS
STT_CS-L-2017_2016_2016-M_M_M_M-D_D_D-B01_B03_B03-0_0_0-R_R_R-01,00:00:50.372,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B01_B01-0_0-R_R-01,00:18:51.301,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B01_B01-1_1-R_R-01,00:09:07.343,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B01_B01-1_1-R_R-02,00:25:48.587,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B01_B02-1_1-R_R-01,00:08:21.016,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B02_B01-0_0-R_R-01,00:01:38.957,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B02_B04-1_1-R-01a,00:16:32.905,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B02_B04-1_1-R-01b,00:21:07.624,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B02_B05-2_2-R_R-01,00:08:26.889,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B03_B04-2_2-R_R-01,01:04:28.775,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B04_B02-1_1-R_R-01,00:10:45.100,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B04_B04-1_1-R_R-01,00:29:31.228,STT_CS
STT_CS-L-2017_2017-M_M-D_D-B04_B04-1_1-R_R-02,00:16:11.056,STT_CS
STT_CS-L-2017_2017-P_M-D_D-B01_B02-0_0-R_R-01,00:00:35.477,STT_CS
STT_CS-L-2017_2017-P_M-D_D-B03_B02-2_2-R_R-01,00:04:59.273,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B01_B01-0_0-R_R-02,00:08:50.153,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B01_B01-1_1-R_R-01,00:12:45.278,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B01_B01-1_1-R_R-02,00:30:15.390,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B01_B01-1_1-R_R-03,00:34:41.045,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B02_B01-0_0-R_R-01,00:04:47.791,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B02_B02-2_2-R_R-01,00:09:27.160,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B03_B01-2_2-R_R-01,00:14:05.353,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B04_B01-1_1-R_R-01,00:09:00.894,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B04_B04-1_1-R_R-01,00:09:59.585,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B04_B04-1_1-R_R-02,00:27:34.163,STT_CS
STT_CS-L-2017_2017-P_P-D_D-B05_B05-2_2-R_R-01,00:18:44.013,STT_CS
STT_CS-L-2017_2018-M_M-D_D-B03_B03-1_1-R_R-01,00:08:04.299,STT_CS
STT_CS-L-2017_2018-M_M-D_D-B04_B04-1_1-R_R-01,00:04:24.246,STT_CS
STT_CS-L-2018_2015-M_M-D_D-B02_B03-0_0-R_R-02,00:13:14.489,STT_CS
STT_CS-L-2018_2015-M_M-D_D-B04_B01-0_3-R_R-01,00:00:21.757,STT_CS
STT_CS-L-2018_2015-M_P-D_D-B01_B01-0_1-R_R-01,00:01:19.094,STT_CS
STT_CS-L-2018_2016-M_M-D_D-B01_B04-1_1-R_R-01,00:12:39.069,STT_CS
STT_CS-L-2018_2016-M_M-D_D-B06_B06-6_6-R_R-01,01:10:55.831,STT_CS
STT_CS-L-2018_2016-M_P-D_D-B03_B02-0_2-R_R-01,00:15:33.408,STT_CS
STT_CS-L-2018_2017-M_M-D_D-B01_B02-0_0-R_R-01,00:02:09.659,STT_CS
STT_CS-L-2018_2017-M_M-D_D-B02_B03-0_0-R_R-01,00:23:56.617,STT_CS
STT_CS-L-2018_2018-M_M-D_D-B04_B02-0_0-R_R-02,00:14:08.593,STT_CS
STT_CS-L-2018_2018-M_M-D_D-B04_B04-1_1-R_R-01,00:40:12.088,STT_CS
STT_CS-L-2018_2018-M_M-D_D-B04_B04-1_1-R_R-02,00:12:25.992,STT_CS
STT_CS-L-2018_2018-M_M-D_D-B05_B05-3_3-R_R-01A,00:13:55.591,STT_CS
STT_CS-L-2018_2018-M_M-D_D-B05_B05-3_3-R_R-02A,00:43:50.723,STT_CS
STT_CS-L-2018_2018-M_M-D_D-B05_B05-3_3-R_R-02B,00:42:54.754,STT_CS
STT_CS-L-2018_2018-M_P-D_D-B04_B01-1_1-R_R-01,00:15:31.980,STT_CS
STT_CS-L-2018_2018-P_P-D_D-B01_B01-1_1-R_R-01,00:13:27.457,STT_CS
STT_CS-L-2018_2018_2017-M_M_M-D_D_D-B02_B02_B02-1_1_1-R_R_R-01,00:14:01.339,STT_CS
STT_CS-L-2018_2018_2018-M_P_P-D_D_D-B03_B03_B03-0_0_0-Y_Y_Y-01a,00:00:12.084,STT_CS
STT_CS-L-2018_2018_2018-P_P_M-D_D_D-B03_B03_B03-0_0_0-Y_Y_Y-01a,00:12:52.440,STT_CS
STT_CS-L-2018_2018_2018-P_P_M-D_D_D-B03_B03_B03-0_0_0-Y_Y_Y-01b,00:10:03.214,STT_CS
STT_CS-L-2018_2018_2018-P_P_M-D_D_D-B03_B03_B03-0_0_0-Y_Y_Y-01c,00:00:44.602,STT_CS
STT_CS-L-2018_2018_M_M-D_D-B05_B05-3_3-R_R-01B,00:15:22.437,STT_CS
STT_CS-L-2019_2018-M_M-D_D-B03_B03-1_1-R_R-02,00:09:42.077,STT_CS
STT_CS-L-2019_2019-M_P-D_D-B02_B02-0_0-Y_Y-01a,00:20:41.778,STT_CS
STT_CS-L-2019_2019-M_P-D_D-B02_B02-0_0-Y_Y-01b,00:07:11.520,STT_CS
STT_CS-X-1976-M-D-G01-4-L-01,00:09:29.809,STT_CS
STT_CS-X-1999-M-D-G05-4-L-01,00:04:18.862,STT_CS
STT_CS-X-2001-M-D-G04-4-L-01,00:04:52.846,STT_CS
STT_CS-X-2001-M-D-G05-4-L-02,00:07:40.947,STT_CS
STT_CS-X-2007-M-D-G02-3-L-01,00:03:29.874,STT_CS
STT_CS-X-2007-M-D-G05-4-L-01,00:20:08.687,STT_CS
STT_CS-X-2008-M-D-G05-4-L-01,00:16:05.273,STT_CS
STT_CS-X-2009-M-D-G02-2-L-01,00:07:53.798,STT_CS
STT_CS-X-2009-M-D-G02-3-L-01,00:10:57.632,STT_CS
STT_CS-X-2009-M-D-G02-3-L-02,00:10:37.350,STT_CS
STT_CS-X-2010-M-D-B06-6-R-01,00:06:44.610,STT_CS
STT_CS-X-2010-M-D-B06-6-R-02,00:16:05.228,STT_CS
STT_CS-X-2010-M-D-B06-6-R-04,00:31:15.373,STT_CS
STT_CS-X-2010-M-D-B07-5-R-01,00:13:32.751,STT_CS
STT_CS-X-2010-M-D-B08-6-R-01,00:25:55.273,STT_CS
STT_CS-X-2010-M-D-G02-2-L-02,00:07:51.196,STT_CS
STT_CS-X-2010-P-D-B01-4-R-01,00:11:08.002,STT_CS
STT_CS-X-2010-P-D-B04-6-R-01,00:34:19.322,STT_CS
STT_CS-X-2010-P-D-B05-5-R-01,00:02:36.093,STT_CS
STT_CS-X-2010-P-D-B05-6-R-01,00:17:13.730,STT_CS
STT_CS-X-2010_2010-M_M-D_D-G03_G02-2_2-L_L-02,00:04:41.629,STT_CS
STT_CS-X-2011-M-D-B01-5-R-01,00:09:50.445,STT_CS
STT_CS-X-2011-M-D-B05-6-R-01,00:06:49.488,STT_CS
STT_CS-X-2011-M-D-B06-6-R-01,00:17:11.055,STT_CS
STT_CS-X-2011-M-D-B06-6-R-03,00:08:35.360,STT_CS
STT_CS-X-2011-M-D-B08-6-R-01,00:10:01.693,STT_CS
STT_CS-X-2011-M-D-G01-0-L-01,00:06:45.338,STT_CS
STT_CS-X-2011-M-D-G02-1-L-01,00:03:50.135,STT_CS
STT_CS-X-2011-M-D-G02-2-L-01,00:03:28.338,STT_CS
STT_CS-X-2011-M-D-G03-2-L-01,00:06:48.759,STT_CS
STT_CS-X-2011-P-D-B01-0-R-01,00:14:29.574,STT_CS
STT_CS-X-2011-P-D-B02-0-R-01,00:11:38.139,STT_CS
STT_CS-X-2011-P-D-B02-6-R-01,00:02:41.985,STT_CS
STT_CS-X-2011-P-D-B03-5-R-01,00:04:49.111,STT_CS
STT_CS-X-2011-P-D-B03-5-R-02,00:06:10.814,STT_CS
STT_CS-X-2011-P-D-B04-6-R-01,00:07:06.921,STT_CS
STT_CS-X-2011-P-D-B06-6-R-01,00:40:33.840,STT_CS
STT_CS-X-2011-P-D-B08-4-R-01,00:07:14.140,STT_CS
STT_CS-X-2011-P-D-G03-3-N-02,00:06:13.868,STT_CS
STT_CS-X-2011-P-D-G03-5-N-02,00:17:28.254,STT_CS
