Audio File (Original),split duration,dept
STT_CS-D-2014-P-D-B04-3-R-01b,00:08:33.345,STT_CS
STT_CS-D-2014-P-D-B04-4-R-01,00:06:03.204,STT_CS
STT_CS-D-2014-P-D-B05-3-T-01,00:11:53.948,STT_CS
STT_CS-D-2014-P-D-B05-4-R-01,00:00:58.624,STT_CS
STT_CS-D-2014-P-D-G03-3-N-01,00:14:24.751,STT_CS
STT_CS-D-2014-P-D-G03-3-N-02,00:04:56.276,STT_CS
STT_CS-D-2014_2015-M_M-D_D-B03_B03-3_3-R_R-01,00:07:40.338,STT_CS
STT_CS-D-2015-M-D-B01-0-R-01,00:04:47.165,STT_CS
STT_CS-D-2015-M-D-B01-0-R-03,00:01:14.125,STT_CS
STT_CS-D-2015-M-D-B01-1-R-01,00:02:25.142,STT_CS
STT_CS-D-2015-M-D-B01-1-R-02,00:07:01.382,STT_CS
STT_CS-D-2015-M-D-B01-2-R-01,00:24:07.589,STT_CS
STT_CS-D-2015-M-D-B01-2-R-02,00:05:30.408,STT_CS
STT_CS-D-2015-M-D-B01-2-R-03,00:02:43.893,STT_CS
STT_CS-D-2015-M-D-B01-2-R-04,00:09:35.145,STT_CS
STT_CS-D-2015-M-D-B01-2-R-05,00:01:55.100,STT_CS
STT_CS-D-2015-M-D-B01-3-R-04,00:10:07.997,STT_CS
STT_CS-D-2015-M-D-B01-3-R-05,00:09:24.627,STT_CS
STT_CS-D-2015-M-D-B01-3-R-07,00:11:41.080,STT_CS
STT_CS-D-2015-M-D-B02-0-R-04,00:00:53.866,STT_CS
STT_CS-D-2015-M-D-B02-1-R-02,00:02:30.185,STT_CS
STT_CS-D-2015-M-D-B02-1-R-03,00:02:43.758,STT_CS
STT_CS-D-2015-M-D-B02-1-R-05,00:10:03.806,STT_CS
STT_CS-D-2015-M-D-B02-2-R-01,00:10:14.823,STT_CS
STT_CS-D-2015-M-D-B02-2-R-02,00:06:36.913,STT_CS
STT_CS-D-2015-M-D-B02-2-R-03,00:10:36.411,STT_CS
STT_CS-D-2015-M-D-B02-2-R-04,00:07:46.647,STT_CS
STT_CS-D-2015-M-D-B02-2-R-05,00:10:33.033,STT_CS
STT_CS-D-2015-M-D-B02-2-R-06,00:03:30.928,STT_CS
STT_CS-D-2015-M-D-B02-2-R-07,00:03:49.179,STT_CS
STT_CS-D-2015-M-D-B02-2-R-08,00:19:01.150,STT_CS
STT_CS-D-2015-M-D-B02-2-R-09,00:02:20.532,STT_CS
STT_CS-D-2015-M-D-B02-2-R-10,00:12:40.156,STT_CS
STT_CS-D-2015-M-D-B02-3-R-01a,00:01:14.186,STT_CS
STT_CS-D-2015-M-D-B02-3-R-01b,00:01:04.345,STT_CS
STT_CS-D-2015-M-D-B02-3-R-01c,00:00:03.595,STT_CS
STT_CS-D-2015-M-D-B02-3-R-01d,00:00:56.262,STT_CS
STT_CS-D-2015-M-D-B02-3-R-02,00:09:24.627,STT_CS
STT_CS-D-2015-M-D-B02-3-R-03,00:07:40.369,STT_CS
STT_CS-D-2015-M-D-B02-3-R-04,00:04:08.269,STT_CS
STT_CS-D-2015-M-D-B02-3-R-05,00:06:46.568,STT_CS
STT_CS-D-2015-M-D-B02-3-R-06,00:13:28.318,STT_CS
STT_CS-D-2015-M-D-B02-3-R-07,00:07:33.353,STT_CS
STT_CS-D-2015-M-D-B02-3-R-08,00:18:47.647,STT_CS
STT_CS-D-2015-M-D-B02-4-R-01,00:13:28.721,STT_CS
STT_CS-D-2015-M-D-B03-1-R-03,00:05:48.154,STT_CS
STT_CS-D-2015-M-D-B03-1-R-05,00:02:49.529,STT_CS
STT_CS-D-2015-M-D-B03-2-R-01a,00:01:12.226,STT_CS
STT_CS-D-2015-M-D-B03-2-R-01b,00:00:51.874,STT_CS
STT_CS-D-2015-M-D-B03-2-R-02,00:12:09.878,STT_CS
STT_CS-D-2015-M-D-B03-2-R-03,00:03:49.223,STT_CS
STT_CS-D-2015-M-D-B03-3-R-01a,00:00:47.209,STT_CS
STT_CS-D-2015-M-D-B03-3-R-01b,00:00:38.070,STT_CS
STT_CS-D-2015-M-D-B03-3-R-02,00:07:52.635,STT_CS
STT_CS-D-2015-M-D-B03-3-R-03,00:08:23.372,STT_CS
STT_CS-D-2015-M-D-B03-3-R-04,00:15:10.306,STT_CS
STT_CS-D-2015-M-D-B03-3-R-05,00:10:06.975,STT_CS
STT_CS-D-2015-M-D-B03-3-R-07,00:05:37.668,STT_CS
STT_CS-D-2015-M-D-B03-3-R-08,00:08:37.492,STT_CS
STT_CS-D-2015-M-D-B03-3-R-4,00:11:13.406,STT_CS
STT_CS-D-2015-M-D-B03-4-R-01,00:08:01.352,STT_CS
STT_CS-D-2015-M-D-B04-3-R-04,00:02:32.835,STT_CS
STT_CS-D-2015-M-D-B04-3-R-06,00:05:09.875,STT_CS
STT_CS-D-2015-M-D-B04-4-R-01,00:15:56.870,STT_CS
STT_CS-D-2015-M-D-B05-2-R-01C,00:01:57.383,STT_CS
STT_CS-D-2015-M-D-B05-2-R-01a,00:01:15.751,STT_CS
STT_CS-D-2015-M-D-B05-2-R-01b,00:00:46.103,STT_CS
STT_CS-D-2015-M-D-B05-2-R-02a,00:01:15.161,STT_CS
STT_CS-D-2015-M-D-B05-2-R-02b,00:01:53.585,STT_CS
STT_CS-D-2015-M-D-B05-2-R-03a,00:01:07.736,STT_CS
STT_CS-D-2015-M-D-B05-2-R-03b,00:01:34.280,STT_CS
STT_CS-D-2015-M-D-B05-2-R-04,00:05:23.103,STT_CS
STT_CS-D-2015-M-D-B05-2-R-05,00:08:36.858,STT_CS
STT_CS-D-2015-M-D-B05-3-R-05,00:09:02.181,STT_CS
STT_CS-D-2015-M-D-B06-3-R-01,00:16:28.549,STT_CS
STT_CS-D-2015-M-D-B07-4-R-01,00:08:30.798,STT_CS
STT_CS-D-2015-M-D-B08-3-R-01a,00:03:29.976,STT_CS
STT_CS-D-2015-M-D-B08-3-R-01b,00:05:28.463,STT_CS
STT_CS-D-2015-M-D-G02-0-L-01,00:06:50.161,STT_CS
STT_CS-D-2015-M_D-B01-3-Y-01,00:06:07.279,STT_CS
STT_CS-D-2015-P-D-B01-0-R-01,00:01:58.059,STT_CS
STT_CS-D-2015-P-D-B01-2-R-01,00:05:18.263,STT_CS
STT_CS-D-2015-P-D-B01-2-R-03,00:05:17.516,STT_CS
STT_CS-D-2015-P-D-B01-3-R-01,00:05:31.041,STT_CS
STT_CS-D-2015-P-D-B02-0-R-01,00:29:15.482,STT_CS
STT_CS-D-2015-P-D-B02-1-R-01,00:06:15.256,STT_CS
STT_CS-D-2015-P-D-B02-2-R-01,00:16:32.190,STT_CS
STT_CS-D-2015-P-D-B02-2-R-02,00:16:57.927,STT_CS
STT_CS-D-2015-P-D-B02-2-R-03,00:04:34.977,STT_CS
STT_CS-D-2015-P-D-B02-2-R-04,00:18:59.869,STT_CS
STT_CS-D-2015-P-D-B02-2-R-05,00:23:31.057,STT_CS
STT_CS-D-2015-P-D-B02-2-R-06,00:03:43.230,STT_CS
STT_CS-D-2015-P-D-B02-2-R-07,00:08:39.648,STT_CS
STT_CS-D-2015-P-D-B02-2-R-08,00:15:32.738,STT_CS
STT_CS-D-2015-P-D-B02-2-R-09,00:20:49.861,STT_CS
STT_CS-D-2015-P-D-B02-3-R-01,00:15:05.053,STT_CS
STT_CS-D-2015-P-D-B02-4-R-01,00:02:02.981,STT_CS
STT_CS-D-2015-P-D-B03-1-R-01,00:07:38.756,STT_CS
STT_CS-D-2015-P-D-B03-2-R-01,00:01:58.292,STT_CS
STT_CS-D-2015-P-D-B03-2-R-02,00:05:05.611,STT_CS
STT_CS-D-2015-P-D-B03-3-R-01,00:06:28.597,STT_CS
STT_CS-D-2015-P-D-B03-3-R-02,00:07:57.729,STT_CS
STT_CS-D-2015-P-D-B03-3-R-04,00:00:30.355,STT_CS
STT_CS-D-2015-P-D-B03-3-R-05,00:02:51.620,STT_CS
STT_CS-D-2015-P-D-B03-3-R-06,00:04:55.593,STT_CS
STT_CS-D-2015-P-D-B03-4-R-01,00:05:07.361,STT_CS
STT_CS-D-2015-P-D-B04-2-R-03,00:00:48.069,STT_CS
STT_CS-D-2015-P-D-B05-1-R-01,00:12:35.610,STT_CS
STT_CS-D-2015-P-D-B05-2-R-01,00:04:44.643,STT_CS
STT_CS-D-2015-P-D-B05-2-R-02,00:04:26.361,STT_CS
STT_CS-D-2015-P-D-B05-2-R-03,00:03:24.823,STT_CS
STT_CS-D-2015-P-D-B06-2-R-01,00:06:57.144,STT_CS
STT_CS-D-2015-P-D-B06-2-R-02,00:03:19.914,STT_CS
STT_CS-D-2015-P-D-B06-3-R-01,00:12:40.475,STT_CS
STT_CS-D-2015-P-D-B06-3-R-02,00:26:22.921,STT_CS
STT_CS-D-2015-P-D-B06-3-R-03,00:13:13.122,STT_CS
STT_CS-D-2015-P-D-B06-3-R-04,00:12:41.274,STT_CS
STT_CS-D-2015-P-D-B06-4-R-01a,00:01:49.471,STT_CS
STT_CS-D-2015-P-D-B06-4-R-01b,00:04:03.070,STT_CS
STT_CS-D-2015-P-D-B07-4-R-01,00:07:45.231,STT_CS
STT_CS-D-2015-P-D-B08-4-R-01,00:06:02.641,STT_CS
STT_CS-D-2015-P-D-G02-3-N-01,00:06:29.531,STT_CS
STT_CS-D-2015-P-D-G03-2-N-01,00:10:00.723,STT_CS
STT_CS-D-2015_2011-P_P-D_D-B06_B06-4_4-R_R-02,00:02:54.579,STT_CS
STT_CS-D-2015_2013-P_P-D_D-B02_B02-2_5-R_R-01,00:05:02.028,STT_CS
STT_CS-D-2015_2015-M_M-D_D-B01_B01-3_3-R_R-01,00:11:51.113,STT_CS
STT_CS-D-2015_2015-M_M-D_D-B02_B01-3_3-R_R-01,00:02:49.302,STT_CS
STT_CS-D-2015_2015-M_M-D_D-B05_B05-2_2-R_R-01,00:03:09.395,STT_CS
STT_CS-D-2015_2015-P_P-D_D-B02_B01-2_2-R_R-01,00:06:57.398,STT_CS
STT_CS-D-2015_2016-M_M-D_D-B02_B02-3_3-R_R-01,00:02:33.227,STT_CS
STT_CS-D-2016-M-D-B01-1-R-02,00:01:20.105,STT_CS
STT_CS-D-2016-M-D-B01-2-R-01,00:09:01.116,STT_CS
STT_CS-D-2016-M-D-B01-2-R-02,00:10:56.851,STT_CS
STT_CS-D-2016-M-D-B01-2-R-03,00:05:30.554,STT_CS
STT_CS-D-2016-M-D-B01-2-R-04,00:06:50.516,STT_CS
STT_CS-D-2016-M-D-B02-1-R-01,00:02:59.012,STT_CS
STT_CS-D-2016-M-D-B02-2-R-01,00:12:24.752,STT_CS
STT_CS-D-2016-M-D-B02-2-R-02,00:06:40.843,STT_CS
STT_CS-D-2016-M-D-B02-2-R-03,00:05:46.578,STT_CS
STT_CS-D-2016-M-D-B02-2-R-04,00:04:55.710,STT_CS
STT_CS-D-2016-M-D-B02-2-R-05,00:11:12.835,STT_CS
STT_CS-D-2016-M-D-B02-2-R-06,00:27:28.304,STT_CS
STT_CS-D-2016-M-D-B02-2-R-07,00:10:53.362,STT_CS
STT_CS-D-2016-M-D-B02-2-R-08,00:13:50.634,STT_CS
STT_CS-D-2016-M-D-B02-2-R-09,00:14:51.166,STT_CS
STT_CS-D-2016-M-D-B02-2-R-10,00:09:39.036,STT_CS
STT_CS-D-2016-M-D-B02-2-R-11,00:04:04.409,STT_CS
STT_CS-D-2016-M-D-B02-2-R-12,00:12:15.532,STT_CS
STT_CS-D-2016-M-D-B02-2-R-13,00:13:04.481,STT_CS
STT_CS-D-2016-M-D-B02-2-R-14,00:06:53.823,STT_CS
STT_CS-D-2016-M-D-B02-2-R-15,00:01:53.475,STT_CS
STT_CS-D-2016-M-D-B02-2-R-16,00:04:24.332,STT_CS
STT_CS-D-2016-M-D-B02-2-R-18,00:05:06.379,STT_CS
STT_CS-D-2016-M-D-B02-2-R-5,00:05:40.673,STT_CS
STT_CS-D-2016-M-D-B03-1-R-03,00:07:00.939,STT_CS
STT_CS-D-2016-M-D-B03-2-R-01,00:07:41.827,STT_CS
STT_CS-D-2016-M-D-B03-2-R-03,00:06:35.130,STT_CS
STT_CS-D-2016-M-D-B03-3-R-06,00:03:08.969,STT_CS
STT_CS-D-2016-M-D-B04-1-R-01a,00:00:35.471,STT_CS
STT_CS-D-2016-M-D-B04-1-R-01b,00:00:38.374,STT_CS
STT_CS-D-2016-M-D-B04-1-R-02,00:01:01.461,STT_CS
STT_CS-D-2016-M-D-B04-1-R-03a,00:00:42.576,STT_CS
STT_CS-D-2016-M-D-B04-1-R-03b,00:01:13.929,STT_CS
STT_CS-D-2016-M-D-B04-1-R-03c,00:02:21.278,STT_CS
STT_CS-D-2016-M-D-B04-1-R-04,00:01:48.541,STT_CS
STT_CS-D-2016-M-D-B04-1-R-05,00:07:00.427,STT_CS
STT_CS-D-2016-M-D-B04-1-R-06,00:05:50.662,STT_CS
STT_CS-D-2016-M-D-B04-1-R-07,00:01:57.774,STT_CS
STT_CS-D-2016-M-D-B04-1-R-09,00:22:01.287,STT_CS
STT_CS-D-2016-M-D-B04-1-R-11,00:08:34.994,STT_CS
STT_CS-D-2016-M-D-B04-1-R-3,00:06:50.678,STT_CS
STT_CS-D-2016-M-D-B04-2-R-01,00:15:03.898,STT_CS
STT_CS-D-2016-M-D-B04-2-R-02,00:05:22.791,STT_CS
STT_CS-D-2016-M-D-B04-2-R-03,00:04:33.782,STT_CS
STT_CS-D-2016-M-D-B05-2-R-01,00:08:33.824,STT_CS
STT_CS-D-2016-M-D-B05-2-R-02,00:06:44.200,STT_CS
STT_CS-D-2016-M-D-B05-2-R-03,00:05:55.917,STT_CS
STT_CS-D-2016-M-D-B05-2-R-04,00:03:03.412,STT_CS
STT_CS-D-2016-M-D-B05-2-R-05,00:02:48.851,STT_CS
STT_CS-D-2016-M-D-B06-1-R-03,00:04:25.011,STT_CS
STT_CS-D-2016-M-D-B06-1-R-04,00:02:20.820,STT_CS
STT_CS-D-2016-P-D-B01-0-R-04,00:02:52.255,STT_CS
STT_CS-D-2016-P-D-B01-1-R-01,00:08:13.109,STT_CS
STT_CS-D-2016-P-D-B01-1-R-02,00:14:17.562,STT_CS
STT_CS-D-2016-P-D-B01-2-R-01,00:06:54.352,STT_CS
STT_CS-D-2016-P-D-B01-2-R-02,00:07:00.191,STT_CS
STT_CS-D-2016-P-D-B01-2-R-03,00:09:39.378,STT_CS
STT_CS-D-2016-P-D-B02-0-R-02,00:02:01.814,STT_CS
STT_CS-D-2016-P-D-B02-1-R-02,00:12:39.865,STT_CS
STT_CS-D-2016-P-D-B02-1-R-03,00:18:51.488,STT_CS
STT_CS-D-2016-P-D-B02-2-R-01,00:07:23.829,STT_CS
STT_CS-D-2016-P-D-B02-2-R-02,00:08:13.560,STT_CS
STT_CS-D-2016-P-D-B02-2-R-03,00:03:10.703,STT_CS
STT_CS-D-2016-P-D-B02-2-R-04,00:10:30.320,STT_CS
STT_CS-D-2016-P-D-B02-2-R-05,00:05:55.948,STT_CS
STT_CS-D-2016-P-D-B02-2-R-06,00:14:04.780,STT_CS
STT_CS-D-2016-P-D-B02-2-R-07,00:18:32.802,STT_CS
STT_CS-D-2016-P-D-B02-2-R-08,00:15:01.801,STT_CS
STT_CS-D-2016-P-D-B02-2-R-09,00:02:06.709,STT_CS
STT_CS-D-2016-P-D-B02-2-R-10,00:12:43.330,STT_CS
STT_CS-D-2016-P-D-B02-2-R-11,00:12:31.799,STT_CS
STT_CS-D-2016-P-D-B02-2-R-12,00:13:43.618,STT_CS
STT_CS-D-2016-P-D-B02-2-R-13,00:17:46.705,STT_CS
STT_CS-D-2016-P-D-B03-1-R-01,00:03:24.813,STT_CS
STT_CS-D-2016-P-D-B03-2-R-01,00:11:46.525,STT_CS
STT_CS-D-2016-P-D-B03-2-R-02,00:09:09.400,STT_CS
STT_CS-D-2016-P-D-B04-1-R-01,00:10:55.554,STT_CS
STT_CS-D-2016-P-D-B04-2-R-01,00:02:53.578,STT_CS
STT_CS-D-2016-P-D-B05-2-B-01a,00:08:01.865,STT_CS
STT_CS-D-2016-P-D-B05-2-B-01b,00:02:19.877,STT_CS
STT_CS-D-2016-P-D-B05-2-B-01c,00:07:27.004,STT_CS
STT_CS-D-2016-P-D-B05-2-B-01d,00:01:07.719,STT_CS
STT_CS-D-2016-P-D-B05-2-B-01e,00:06:13.208,STT_CS
STT_CS-D-2016-P-D-B05-2-B-01f,00:01:47.054,STT_CS
STT_CS-D-2016-P-D-B05-2-R-01,00:11:02.387,STT_CS
STT_CS-D-2016-P-D-B05-2-R-02,00:11:54.432,STT_CS
STT_CS-D-2016-P-D-B05-2-R-03,00:14:52.736,STT_CS
STT_CS-D-2016-P-D-B06-3-R-01b,00:01:00.575,STT_CS
STT_CS-D-2016_2016-M_M-D_D-B04_B03-2_2-R_R-02,00:12:31.417,STT_CS
STT_CS-D-2017-M-D-B01-0-R-01,00:01:54.827,STT_CS
STT_CS-D-2017-M-D-B01-1-R-01,00:06:11.201,STT_CS
STT_CS-D-2017-M-D-B01-1-R-02,00:01:00.413,STT_CS
STT_CS-D-2017-M-D-B01-1-R-03,00:01:28.594,STT_CS
STT_CS-D-2017-M-D-B01-1-R-04,00:01:03.669,STT_CS
STT_CS-D-2017-M-D-B01-1-R-05,00:09:08.542,STT_CS
STT_CS-D-2017-M-D-B01-1-R-06,00:01:52.473,STT_CS
STT_CS-D-2017-M-D-B01-1-R-07,00:09:11.591,STT_CS
STT_CS-D-2017-M-D-B02-1-R-01,00:06:27.010,STT_CS
STT_CS-D-2017-M-D-B02-1-R-03,00:06:27.111,STT_CS
STT_CS-D-2017-M-D-B02-2-R-05,00:05:01.384,STT_CS
STT_CS-D-2017-M-D-B03-1-R-01,00:20:39.174,STT_CS
STT_CS-D-2017-M-D-B03-1-R-02,00:11:23.949,STT_CS
STT_CS-D-2017-M-D-B04-1-R-01,00:07:43.923,STT_CS
STT_CS-D-2017-M-D-B04-1-R-02,00:01:04.867,STT_CS
STT_CS-D-2017-M-D-B04-1-R-03,00:06:16.787,STT_CS
STT_CS-D-2017-M-D-B04-1-R-04,00:11:47.754,STT_CS
STT_CS-D-2017-M-D-B04-1-R-05,00:08:26.057,STT_CS
STT_CS-D-2017-M-D-B04-1-R-06,00:11:50.747,STT_CS
STT_CS-D-2017-M-D-B04-1-R-07,00:01:31.951,STT_CS
STT_CS-D-2017-M-D-B04-1-R-08,00:06:40.081,STT_CS
STT_CS-D-2017-M-D-B04-1-R-10,00:08:07.986,STT_CS
STT_CS-D-2017-P-D-B01-0-R-01,00:01:41.940,STT_CS
STT_CS-D-2017-P-D-B01-0-R-02,00:01:51.961,STT_CS
STT_CS-D-2017-P-D-B01-1-R-01,00:12:28.223,STT_CS
STT_CS-D-2017-P-D-B01-1-R-02,00:05:16.320,STT_CS
STT_CS-D-2017-P-D-B01-1-R-03,00:16:38.858,STT_CS
STT_CS-D-2017-P-D-B01-1-R-04,00:23:07.090,STT_CS
STT_CS-D-2017-P-D-B01-1-R-05,00:07:36.437,STT_CS
STT_CS-D-2017-P-D-B01-1-R-06,00:01:58.177,STT_CS
STT_CS-D-2017-P-D-B01-1-R-07,00:05:52.359,STT_CS
STT_CS-D-2017-P-D-B01-1-R-08,00:03:23.796,STT_CS
STT_CS-D-2017-P-D-B01-1-R-09,00:34:25.037,STT_CS
STT_CS-D-2017-P-D-B02-0-R-01,00:03:27.791,STT_CS
STT_CS-D-2017-P-D-B02-0-Y-01,00:01:09.828,STT_CS
STT_CS-D-2017-P-D-B02-0-Y-02,00:01:41.974,STT_CS
STT_CS-D-2017-P-D-B02-1-R-01,00:06:46.127,STT_CS
STT_CS-D-2017-P-D-B03-1-R-02,00:03:02.858,STT_CS
STT_CS-D-2017-P-D-B04-1-R-01,00:03:51.904,STT_CS
STT_CS-D-2017-P-D-B07-1-R-01,00:03:46.623,STT_CS
STT_CS-D-2017_2012-M_M-D_D-G02_G01-0_0-L_L-01,00:08:35.246,STT_CS
STT_CS-D-2018-M-D-B01-0-R-01,00:01:08.148,STT_CS
STT_CS-D-2018-M-D-B01-0-Y-02,00:01:13.669,STT_CS
STT_CS-D-2018-M-D-B01-1-R-01,00:03:25.895,STT_CS
STT_CS-D-2018-M-D-B01-1-R-02,00:08:49.725,STT_CS
STT_CS-D-2018-M-D-B01-1-R-03,00:08:51.981,STT_CS
STT_CS-D-2018-M-D-B01-1-R-04,00:09:25.219,STT_CS
STT_CS-D-2018-M-D-B02-0-R-01,00:00:14.108,STT_CS
STT_CS-D-2018-M-D-B02-0-R-02,00:02:49.008,STT_CS
STT_CS-D-2018-M-D-B02-0-Y-01,00:01:28.195,STT_CS
STT_CS-D-2018-M-D-B02-2-R-01,00:04:25.162,STT_CS
STT_CS-D-2018-M-D-B03-0-Y-02,00:01:13.197,STT_CS
STT_CS-D-2018-M-D-B03-0-Y-03,00:00:52.482,STT_CS
STT_CS-D-2018-M-D-B03-1-R-02,00:03:23.218,STT_CS
STT_CS-D-2018-M-D-B03-1-R-03,00:08:02.063,STT_CS
STT_CS-D-2018-M-D-B04-1-R-01,00:02:43.699,STT_CS
STT_CS-D-2018-M-D-B04-1-R-11,00:03:29.121,STT_CS
STT_CS-D-2018-P-D-B01-0-T-01a,00:13:43.881,STT_CS
STT_CS-D-2018-P-D-B01-0-T-01b,00:11:57.507,STT_CS
STT_CS-D-2018-P-D-B01-1-R-01,00:06:55.598,STT_CS
STT_CS-D-2018-P-D-B01-1-R-02a,00:01:40.931,STT_CS
STT_CS-D-2018-P-D-B01-1-R-02b,00:01:06.553,STT_CS
STT_CS-D-2018-P-D-B02-0-R-01,00:00:08.707,STT_CS
STT_CS-D-2018-P-D-B02-0-R-02,00:06:00.043,STT_CS
STT_CS-D-2018-P-D-B03-0-Y-01,00:00:04.185,STT_CS
STT_CS-D-2018-P-D-B03-0-Y-02,00:03:18.823,STT_CS
STT_CS-D-2018-P-D-B03-0-Y-03,00:01:26.958,STT_CS
STT_CS-D-2018-P-D-B04-1-R-01,00:00:52.445,STT_CS
STT_CS-D-2018_2018-M_M-D_D-B04_B01-1_1-R_R-01,00:21:37.550,STT_CS
STT_CS-D-2019-M-D-B01-0-R-01,00:02:27.155,STT_CS
STT_CS-D-2019-M-D-B02-0-R-01,00:04:13.323,STT_CS
STT_CS-D-2019-M-D-B02-0-R-02,00:09:04.064,STT_CS
STT_CS-D-2019-M-D-B02-0-Y-02,00:01:15.588,STT_CS
STT_CS-D-2019-M-D-B03-0-Y-01,00:01:16.848,STT_CS
STT_CS-D-2019-M-D-B04-1-R-01,00:01:12.946,STT_CS
STT_CS-D-2019-P-D-B01-0-R-01,00:01:04.767,STT_CS
STT_CS-D-2019-P-D-B01-0-Y-02,00:01:34.985,STT_CS
STT_CS-D-2019-P-D-B02-0-Y-03,00:00:40.786,STT_CS
STT_CS-L-1990_2001-M_M-D_D-G05_G05-6_6-L_L-01,00:15:08.663,STT_CS
STT_CS-L-1999_2008-M_M-D_D-G05_G05-4_4-L_L-01,00:04:39.686,STT_CS
STT_CS-L-2001_1976-M_M-D_D-G04_G01-4_4-L_L-01,00:07:59.389,STT_CS
STT_CS-L-2001_1999-M_M-D_D-G05_G05-4_4-L_L-01,00:19:35.922,STT_CS
STT_CS-L-2001_2007-M_M-D_D-G05_G05-6_6-L_L-01,00:01:03.131,STT_CS
STT_CS-L-2002_1976-M_M-D_D-G05_G01-4_4-L_L-01,00:02:00.993,STT_CS
STT_CS-L-2005_2008-M_M-D_D-G02_G03-3_3-L_L-01,00:01:32.357,STT_CS
STT_CS-L-2007_2006-M_M-D_D-G03_G03-3_3-L_L-01,00:12:00.121,STT_CS
STT_CS-L-2007_2008-M_M-D_D-B06_B07-6_6-R_R-01,00:03:37.270,STT_CS
STT_CS-L-2008_1990-M_M-D_D-G05_G05-4_4-L_L-01,00:13:57.275,STT_CS
STT_CS-L-2008_1999-M_M-D_D-G05_G05-6_6-L_L-01,00:11:21.936,STT_CS
STT_CS-L-2008_2008-M_M-D_D-G03_G03-3_3-L_L-01,00:12:00.121,STT_CS
STT_CS-L-2008_2008-P_P-D_D-G08_G02-6_6-N_N-01,00:13:58.252,STT_CS
STT_CS-L-2008_2010-P_P-D_D-B01_B01-6_6-R_R-01,00:44:50.318,STT_CS
STT_CS-L-2008_2012-P_M-D_D-B01_B01-0_0-R_R-01a,00:03:15.695,STT_CS
STT_CS-L-2008_2012-P_M-D_D-B01_B01-0_0-R_R-01b,00:03:14.395,STT_CS
STT_CS-L-2009_2008-P_P-D_D-G02_G03-3_6-N_N-01,00:08:57.883,STT_CS
STT_CS-L-2009_2009-M_M-D_D-G02_G02-3_3-L_L-02,00:07:32.369,STT_CS
STT_CS-L-2009_2010-M_M-D_D-G02_G03-2_2-L_L-01,00:08:56.682,STT_CS
STT_CS-L-2009_2010-P_P-D_D-B07_B02-6_6-R_R-01,00:34:37.525,STT_CS
STT_CS-L-2009_2011-M_M-D_D-B00_B00-0_0-R_R-01,00:02:44.980,STT_CS
STT_CS-L-2009_2011-P_P-D_D-B05_B07-6_6-R_R-01,00:01:41.195,STT_CS
STT_CS-L-2009_2011-P_P-D_D-B05_B07-6_6-R_R-02,00:04:02.781,STT_CS
STT_CS-L-2010_2010-M_M-D_D-B03_B01-6_6-R_R-01,00:33:07.195,STT_CS
STT_CS-L-2010_2010-M_M-D_D-B04_B04-6_6-R_R-01,00:35:19.792,STT_CS
STT_CS-L-2010_2010-M_M-D_D-B07_B07-6_6-R_R-01,00:01:44.752,STT_CS
STT_CS-L-2010_2010-M_M-D_D-G02_G02-2_2-L_L-01,00:11:27.441,STT_CS
STT_CS-L-2010_2010-M_M-D_D-G02_G03-2_2-L_L-01,00:03:38.986,STT_CS
STT_CS-L-2010_2010-M_M-D_D-G02_G03-2_2-L_L-02,00:07:16.741,STT_CS
STT_CS-L-2010_2010-M_M-D_D-G03_G02-2_2-L_L-01,00:11:02.228,STT_CS
STT_CS-L-2010_2010-M_M-D_D-G03_G02-2_2-L_L-02,00:16:13.252,STT_CS
STT_CS-L-2010_2010-M_M-G02_G02-2_2-L_L-02,00:11:27.441,STT_CS
STT_CS-L-2010_2010-P_P-D_D-B01_B01-6_6-R_R-01,00:04:08.522,STT_CS
STT_CS-L-2010_2010-P_P-D_D-B07_B03-6_6-R_R-01,00:21:36.433,STT_CS
STT_CS-L-2010_2010-P_P-D_D-B07_B07-6_6-R_R-01,00:09:32.487,STT_CS
STT_CS-L-2010_2010-P_P-D_D-B09_B07-6_6-R_R-01,00:16:15.411,STT_CS
STT_CS-L-2010_2010_2013-M_M_M-D_D_D-G02_G02_G02-2_2_2-L_L_L-01,00:05:24.322,STT_CS
STT_CS-L-2010_2011-M_M-D_D-B04_B01-6_6-R_R-01,00:41:33.749,STT_CS
STT_CS-L-2010_2011-M_M-D_D-B06_B06-6_6-R_R-01a,00:24:29.008,STT_CS
STT_CS-L-2010_2011-M_M-D_D-B06_B06-6_6-R_R-01b,00:24:16.357,STT_CS
STT_CS-L-2010_2011-M_M-D_D-B09_B04-6_6-R_R-02,00:17:21.170,STT_CS
STT_CS-L-2010_2011-M_M-D_D-G02_G01-2_2-L_L-01,00:01:56.283,STT_CS
STT_CS-L-2010_2011-M_M-D_D-G02_G02-2_2-L_L-01,00:01:06.605,STT_CS
STT_CS-L-2010_2011-P_P-D_D-B05_B05-6_6-R_R-01,00:00:09.877,STT_CS
STT_CS-L-2010_2012-P_P-D_D-B05_B03-5_5-R_R-01,00:02:16.358,STT_CS
STT_CS-L-2010_2012-P_P-D_D-B05_B07-6_6-R_R-01,00:19:11.988,STT_CS
STT_CS-L-2010_2012-P_P-D_D-B06_B03-6_5-R_R-01,00:18:27.134,STT_CS
